Feature.Label,Feature.Identifier.Xmin,Feature.Identifier.Ymin,Feature.Identifier.Xmax,Feature.Identifier.Ymax,Feature.Identifier.CentroidX,Feature.Identifier.CentroidY,Feature.Identifier.WeightedCentroidX,Feature.Identifier.WeightedCentroidY,Feature.Orientation.Orientation,Feature.Size.Area,Feature.Size.ConvexHullArea,Feature.Size.MajorAxisLength,Feature.Size.MinorAxisLength,Feature.Size.Perimeter,Feature.Shape.Circularity,Feature.Shape.Eccentricity,Feature.Shape.EquivalentDiameter,Feature.Shape.Extent,Feature.Shape.FractalDimension,Feature.Shape.MinorMajorAxisRatio,Feature.Shape.Solidity,Feature.Shape.HuMoments1,Feature.Shape.HuMoments2,Feature.Shape.HuMoments3,Feature.Shape.HuMoments4,Feature.Shape.HuMoments5,Feature.Shape.HuMoments6,Feature.Shape.HuMoments7,Feature.Shape.WeightedHuMoments1,Feature.Shape.WeightedHuMoments2,Feature.Shape.WeightedHuMoments3,Feature.Shape.WeightedHuMoments4,Feature.Shape.WeightedHuMoments5,Feature.Shape.WeightedHuMoments6,Feature.Shape.WeightedHuMoments7,Feature.Shape.FSD1,Feature.Shape.FSD2,Feature.Shape.FSD3,Feature.Shape.FSD4,Feature.Shape.FSD5,Feature.Shape.FSD6,Feature.Nucleus.Intensity.Min,Feature.Nucleus.Intensity.Max,Feature.Nucleus.Intensity.Mean,Feature.Nucleus.Intensity.Median,Feature.Nucleus.Intensity.MeanMedianDiff,Feature.Nucleus.Intensity.Std,Feature.Nucleus.Intensity.IQR,Feature.Nucleus.Intensity.MAD,Feature.Nucleus.Intensity.Skewness,Feature.Nucleus.Intensity.Kurtosis,Feature.Nucleus.Intensity.HistEnergy,Feature.Nucleus.Intensity.HistEntropy,Feature.Cytoplasm.Intensity.Min,Feature.Cytoplasm.Intensity.Max,Feature.Cytoplasm.Intensity.Mean,Feature.Cytoplasm.Intensity.Median,Feature.Cytoplasm.Intensity.MeanMedianDiff,Feature.Cytoplasm.Intensity.Std,Feature.Cytoplasm.Intensity.IQR,Feature.Cytoplasm.Intensity.MAD,Feature.Cytoplasm.Intensity.Skewness,Feature.Cytoplasm.Intensity.Kurtosis,Feature.Cytoplasm.Intensity.HistEnergy,Feature.Cytoplasm.Intensity.HistEntropy,Feature.Nucleus.Gradient.Mag.Mean,Feature.Nucleus.Gradient.Mag.Std,Feature.Nucleus.Gradient.Mag.Skewness,Feature.Nucleus.Gradient.Mag.Kurtosis,Feature.Nucleus.Gradient.Mag.HistEntropy,Feature.Nucleus.Gradient.Mag.HistEnergy,Feature.Nucleus.Gradient.Canny.Sum,Feature.Nucleus.Gradient.Canny.Mean,Feature.Cytoplasm.Gradient.Mag.Mean,Feature.Cytoplasm.Gradient.Mag.Std,Feature.Cytoplasm.Gradient.Mag.Skewness,Feature.Cytoplasm.Gradient.Mag.Kurtosis,Feature.Cytoplasm.Gradient.Mag.HistEntropy,Feature.Cytoplasm.Gradient.Mag.HistEnergy,Feature.Cytoplasm.Gradient.Canny.Sum,Feature.Cytoplasm.Gradient.Canny.Mean,Feature.Nucleus.Haralick.ASM.Mean,Feature.Nucleus.Haralick.ASM.Range,Feature.Nucleus.Haralick.Contrast.Mean,Feature.Nucleus.Haralick.Contrast.Range,Feature.Nucleus.Haralick.Correlation.Mean,Feature.Nucleus.Haralick.Correlation.Range,Feature.Nucleus.Haralick.SumOfSquares.Mean,Feature.Nucleus.Haralick.SumOfSquares.Range,Feature.Nucleus.Haralick.IDM.Mean,Feature.Nucleus.Haralick.IDM.Range,Feature.Nucleus.Haralick.SumAverage.Mean,Feature.Nucleus.Haralick.SumAverage.Range,Feature.Nucleus.Haralick.SumVariance.Mean,Feature.Nucleus.Haralick.SumVariance.Range,Feature.Nucleus.Haralick.SumEntropy.Mean,Feature.Nucleus.Haralick.SumEntropy.Range,Feature.Nucleus.Haralick.Entropy.Mean,Feature.Nucleus.Haralick.Entropy.Range,Feature.Nucleus.Haralick.DifferenceVariance.Mean,Feature.Nucleus.Haralick.DifferenceVariance.Range,Feature.Nucleus.Haralick.DifferenceEntropy.Mean,Feature.Nucleus.Haralick.DifferenceEntropy.Range,Feature.Nucleus.Haralick.IMC1.Mean,Feature.Nucleus.Haralick.IMC1.Range,Feature.Nucleus.Haralick.IMC2.Mean,Feature.Nucleus.Haralick.IMC2.Range,Feature.Cytoplasm.Haralick.ASM.Mean,Feature.Cytoplasm.Haralick.ASM.Range,Feature.Cytoplasm.Haralick.Contrast.Mean,Feature.Cytoplasm.Haralick.Contrast.Range,Feature.Cytoplasm.Haralick.Correlation.Mean,Feature.Cytoplasm.Haralick.Correlation.Range,Feature.Cytoplasm.Haralick.SumOfSquares.Mean,Feature.Cytoplasm.Haralick.SumOfSquares.Range,Feature.Cytoplasm.Haralick.IDM.Mean,Feature.Cytoplasm.Haralick.IDM.Range,Feature.Cytoplasm.Haralick.SumAverage.Mean,Feature.Cytoplasm.Haralick.SumAverage.Range,Feature.Cytoplasm.Haralick.SumVariance.Mean,Feature.Cytoplasm.Haralick.SumVariance.Range,Feature.Cytoplasm.Haralick.SumEntropy.Mean,Feature.Cytoplasm.Haralick.SumEntropy.Range,Feature.Cytoplasm.Haralick.Entropy.Mean,Feature.Cytoplasm.Haralick.Entropy.Range,Feature.Cytoplasm.Haralick.DifferenceVariance.Mean,Feature.Cytoplasm.Haralick.DifferenceVariance.Range,Feature.Cytoplasm.Haralick.DifferenceEntropy.Mean,Feature.Cytoplasm.Haralick.DifferenceEntropy.Range,Feature.Cytoplasm.Haralick.IMC1.Mean,Feature.Cytoplasm.Haralick.IMC1.Range,Feature.Cytoplasm.Haralick.IMC2.Mean,Feature.Cytoplasm.Haralick.IMC2.Range,Cluster
1.0,179.0,0.0,192.0,11.0,184.73737373737373,4.131313131313132,185.179451287794,3.732922732362822,-1.1206438183508989,99.0,110.0,12.92552231242584,9.999793313814312,37.55634918610404,0.8820197745588774,0.6336166897245133,11.227230955528665,0.6923076923076923,1.0000000000000009,0.7736471356520036,0.9,0.1686016372272876,0.0017930338362142,0.0002275695188087,3.856632102696159e-06,5.042033431026936e-11,7.518352616266948e-08,1.0252630478136383e-10,0.0044353290940234,1.4700034756781089e-06,5.452986001710823e-09,1.3932024907449876e-09,1.285341430793855e-18,1.6521393169788794e-12,-3.618562586161309e-18,0.4886753,0.0018355,0.0114418,0.1918272,0.0412795,0.0213559,2.0,200.0,36.08080808080808,29.0,7.080808080808083,31.17940163338117,23.5,12.0,2.273775357018327,7.126525327741982,0.3106825834098561,1.4042086810653889,126.0,223.0,195.58252427184465,198.0,-2.4174757281553525,14.789258066104974,18.0,9.0,-0.9558923361740382,1.3696076401402957,0.2068788554791005,1.750292506340581,26.922150564918724,23.293815689231486,1.4104363650524976,1.381748645031915,1.7822469901110611,0.2125293337414549,23.0,0.2323232323232323,13.132692072787098,9.100839476677669,1.8908249115083864,5.623387035105978,1.543639778526797,0.2580094469056671,92.0,0.2977346278317152,0.011351693247922,0.0025049875199725,27.398310023310025,26.790209790209783,0.6277834819815543,0.3916021591222069,37.57715577102441,5.552609478433645,0.3215250218365725,0.0546150748853105,15.234099234099231,1.241758241758243,122.9103130607876,46.59001637722915,4.985786664182244,0.3120286872196836,6.968579292236227,0.2492206561966812,0.0031746775266926,0.0014646941470118,3.2997267330138977,0.5285063365872764,-0.316416771020434,0.0949007188735804,0.9614327854373704,0.0308385927813975,0.0220136418541294,0.0031825231874144,7.941228070175438,4.295886267392618,0.4042343280431084,0.3183476703535496,6.661718475116686,0.0670493180194853,0.3950109929850158,0.0741624437604405,46.15790986085904,0.0425287356321888,18.70564583029125,4.112264382819376,3.9046788127522807,0.1085300159208118,6.047426300864144,0.2052947611526079,0.0054266130609244,0.0013593606868517,2.604777783125889,0.3544372030481031,-0.086849483709924,0.0605124913420978,0.6460389507625259,0.1524774281120016,0
2.0,286.0,19.0,300.0,33.0,292.5192307692308,25.375,291.74651910032134,25.87611567297394,-0.8644537458814188,104.0,120.0,16.486451613332815,8.18644728306459,42.04163056034261,0.7394079236188005,0.8680046599670547,11.507254783503184,0.5306122448979592,1.3219280948873635,0.4965560494802957,0.8666666666666667,0.2036183929790623,0.015145734943413,3.888676860443144e-05,4.725874829027356e-06,2.173278542001571e-11,-2.3608725277109745e-08,-6.026669803791395e-11,0.007581068767039,1.121087671505228e-05,1.8267969092040736e-08,2.3075009153209413e-08,4.733478489528665e-16,7.51092907649261e-11,-1.97459847749304e-17,0.3511606,0.0005167,0.0027371,0.2303661,0.0675433,0.0266482,2.0,167.0,26.932692307692307,22.0,4.932692307692307,23.028938493471525,25.0,11.5,2.7286756013630944,11.960002844406649,0.3106508875739645,1.3624128420084325,81.0,219.0,194.1740890688259,199.0,-4.825910931174093,18.320307328411584,20.0,9.0,-2.226019130519379,8.024018109312058,0.277090265370683,1.4708886986274463,25.838731728392283,26.19622404482439,1.550106623800476,1.5119352266242752,1.7359700483706877,0.2438979289940828,19.0,0.1826923076923076,11.93701019411078,9.375634616803312,1.9438533810555017,4.6358420477716304,1.646133132328891,0.2360061630251274,144.0,0.291497975708502,0.0125720909111944,0.0029336734693877,30.222108843537413,31.422789115646257,0.7988456856416487,0.2142450559909797,75.41525890543292,2.6341345330648807,0.3465982801774361,0.068431746777675,19.47670068027211,0.9819727891156482,271.4389267781943,38.71875248738962,5.181430508308927,0.0964991088186941,7.077690371933069,0.3108705454786582,0.0032712534418529,0.0015211037646351,3.329228872828329,0.6202207725268734,-0.3557878416146786,0.0888797098483886,0.9753879942275094,0.0215432177735306,0.0293020917639804,0.0082205868372708,9.280949820788532,4.129641577060932,0.3750610505439136,0.2692530264958144,7.4170701627354845,0.12771013701024,0.4383679203740545,0.1010017916725185,46.25897849462365,0.0236559139784944,20.3873308301537,3.6188010290225066,3.867177867977041,0.1372512549455788,5.869930390779168,0.2963881274410056,0.0059139840548361,0.0021889661296745,2.5909830525220072,0.3980904828921865,-0.0993521590914107,0.0932036019036759,0.6685744887062381,0.1955924082270413,1
3.0,538.0,0.0,563.0,44.0,549.7228739002933,21.048387096774192,550.2400218698742,20.746355020958628,0.2627486554834315,682.0,785.0,47.45045087510493,19.08886978601152,124.11879502661796,0.5563129084860905,0.915512033106349,29.467768315727287,0.62,1.057738608709968,0.4022905880548033,0.8687898089171975,0.239729677232226,0.0299094816598252,0.0003227978982355,2.9528850534991984e-05,4.071681789031935e-10,-1.0040028877914854e-06,2.854039275456308e-09,0.009111012154595,4.516913325665408e-05,1.2457342785641684e-08,4.677628367722328e-10,-9.668904346541756e-19,-2.756240705827943e-12,5.831813607996235e-19,0.5204213,0.0010113,0.0021835,0.0085204,0.0174531,0.2149066,8.0,167.0,32.18181818181818,26.5,5.68181818181818,20.17269482829609,12.0,5.5,3.2674269465695933,13.217042050207592,0.3586226468640621,1.283888779022684,87.0,224.0,194.19345661450924,198.0,-3.8065433854907553,18.36912842102138,21.0,11.0,-1.3936982313734605,2.863974041108184,0.2492083308883488,1.5914046369392358,11.714547058638214,15.383154899422651,2.3367479596784904,5.240308047904163,1.2743729633173206,0.4454339057971637,133.0,0.1950146627565982,16.457140648900452,12.491946351700904,1.563918658646663,3.140965953568585,1.6422354687368792,0.2350159547883587,187.0,0.2660028449502133,0.037511595294889,0.0062191500806885,14.03564898989899,15.730454545454544,0.8678326198102525,0.1496551297625261,53.30682867531928,1.466601224693136,0.4686098407048846,0.1156817921040256,17.50759149184149,0.6538811188811167,199.19166571137836,20.858809857450183,4.8342828389511725,0.105547851747632,6.734991567342586,0.502338676512629,0.005109596919725,0.0028936886430876,2.851735435581167,0.8249552343729314,-0.2889244695767411,0.1516582686551994,0.942268820973562,0.0556324096700776,0.0103883156856155,0.0040745420404008,11.284137965074478,8.769384989768266,0.7802667342318238,0.1693330233733501,25.650502964888915,0.2326346351578649,0.3590012632335083,0.137326400899548,39.323031580754815,0.1131159780985555,91.3178738944818,7.847820631710874,4.865694612351176,0.1365428019802816,7.292214214543791,0.4896218227097559,0.0045664227885285,0.0024906023826694,2.8447763740000696,0.6179172884675439,-0.2029595735901274,0.1177059255697044,0.8913964849984035,0.0875530080388502,2
4.0,252.0,39.0,266.0,51.0,258.49122807017545,44.333333333333336,258.3647633358377,43.90984222389181,-1.1510691149882668,114.0,127.0,13.70263940428332,10.675553210966786,40.04163056034261,0.8934931075141369,0.6269153687091765,12.047792665040705,0.6785714285714286,1.1699250014423137,0.7790873638278554,0.8976377952755905,0.1654220191907901,0.0016368275070134,4.685394439753552e-06,2.322037298829635e-09,-8.400486697114152e-17,7.929071150379121e-11,-2.271668090078292e-16,0.0075028713285395,1.005710284072479e-06,1.0577776020666848e-08,1.5282696297918495e-09,-9.1033207835218e-19,-8.166650335598202e-13,-6.0768429603164975e-18,0.5129746,0.0010018,0.0016752,0.1842893,0.03621,0.0250381,3.0,109.0,23.350877192982452,19.0,4.350877192982456,15.921398188700769,13.75,7.0,2.021747966545464,6.494563967984073,0.2725453985841797,1.5327810904789572,139.0,230.0,194.34782608695653,196.0,-1.6521739130434696,14.85747089661879,21.0,10.0,-0.6945139489871829,0.4291753723078719,0.1818388350929533,1.8680380342783045,18.932357004637048,15.705906766938904,1.226874413839889,0.6527437906379219,1.901614337699833,0.1865189289012003,26.0,0.2280701754385964,11.493022681431246,7.295094287163101,1.171102826087792,1.669558394377625,1.8628348566205244,0.1806300339921727,140.0,0.2898550724637681,0.0209281362186009,0.0033964789619551,19.503067765567764,17.788919413919412,0.7551506874030554,0.240992622261088,40.35264973093528,3.885955569727898,0.368516693057602,0.0735687212970503,13.148946886446886,1.1231684981685,141.90753115817333,30.295797818634384,4.675611978600976,0.1717965227488056,6.452226667237344,0.0659417705615137,0.0036827150809164,0.0016319019903326,3.133393037553783,0.5446222621857877,-0.3291083187249772,0.067866451989602,0.959343657220214,0.0247431237146321,0.0275825257785347,0.0057565977310105,6.250684292070555,2.68195084485407,0.3522879771138588,0.2675394241232574,4.8191452363558085,0.0826593967451572,0.4310001403978696,0.0851618954852295,46.61613399809312,0.0449507389162491,13.025896653352902,2.351313257873244,3.712465184266287,0.1387391337890733,5.8090199702711125,0.2209445048112162,0.0059214817112854,0.0018524106280129,2.491828389014921,0.3205369940922535,-0.0730187062339557,0.0654987944744234,0.5879954108776321,0.1910521947268034,0
5.0,82.0,39.0,93.0,60.0,86.95973154362416,49.718120805369125,86.89226815163846,50.2328121653459,0.0837098194288957,149.0,177.0,21.34812167067057,9.382658886183965,53.4558441227157,0.6552480673152381,0.8982389360436291,13.773623058786647,0.645021645021645,0.8744691179161419,0.4395074672576213,0.8418079096045198,0.2280942058054703,0.0237899583318135,0.0007217670099985,0.0001685200477802,5.704297058193615e-08,2.536410179660038e-05,-1.4153920261548398e-08,0.0073541271797419,2.0524045072018348e-05,3.0935073574862665e-08,1.2177534982998211e-08,2.212065667089557e-16,4.960360745477478e-11,-8.32544605597991e-17,0.4045888,0.0009294,0.00204,0.0649173,0.2155465,0.0418908,1.0,212.0,31.335570469798657,27.0,4.3355704697986575,25.199768492133305,22.0,11.0,4.392734062064087,28.172495061323232,0.348227557317238,1.1570939767185522,140.0,221.0,193.369150779896,195.0,-1.6308492201039826,13.139326109558054,17.0,8.0,-0.8794303268632414,0.6950101265783837,0.1876466153444127,1.848870812221424,21.046607164633404,22.890131325365985,1.9529332247161044,3.2287023242277444,1.58216937665013,0.2940858519886491,23.0,0.1543624161073825,11.753330781220482,7.745884731816263,2.4204069202635474,15.945863194958504,1.167739129373373,0.3553640566006566,204.0,0.3535528596187175,0.0112687727115095,0.0028403885276179,28.48943165420438,31.91161616161617,0.7019493424279337,0.3476885019035736,48.53762521272055,5.215248203275777,0.3340762915891516,0.1152800272725219,16.200536206218022,1.5443722943722946,165.66106919667783,49.98158182005585,5.101875009153795,0.146320189176369,7.153340643276431,0.2607777012231258,0.0033872005202343,0.0018535306684657,3.279612649623425,0.7399720052239438,-0.3217660347075631,0.1037519021547133,0.9657837623211678,0.0289156956360217,0.0314990945258474,0.0068283443757131,6.586844833555359,3.666845416845416,0.3084730968340043,0.3765563224277288,4.757117491123211,0.0707005245449181,0.4452065973251892,0.1017554126478698,46.40932050471524,0.0467967967967766,12.44162513093704,3.3856184673882126,3.6243460485178822,0.1253643551572301,5.617079517789832,0.2759322940216364,0.0062985920476175,0.0017810398106989,2.42234289120206,0.3635429958740537,-0.0623648477529321,0.0885247205814045,0.5322418757558429,0.2890317013489489,1
6.0,547.0,42.0,563.0,60.0,553.4840425531914,49.02127659574468,554.2594285714285,48.27580952380952,-0.4316925676626607,188.0,211.0,19.171573029775534,13.470736684441796,57.11269837220809,0.7242730978939967,0.7115443577336453,15.471555655790098,0.6527777777777778,1.2924812503605778,0.7026411793920239,0.8909952606635071,0.1825166087957389,0.0038272184010569,0.0012088741266476,2.189917636966884e-05,-3.5079677252537914e-09,-1.1473515689946184e-06,-6.245716328943125e-10,0.0042644402784436,1.4590785800161732e-06,1.5534660748240812e-08,5.6285527304833055e-11,5.083777981070614e-20,4.4147417760211206e-15,-1.3623439225513073e-20,0.5139973,0.0008662,0.003027,0.1067809,0.1036278,0.0357662,2.0,177.0,41.88829787234042,36.0,5.888297872340424,29.41690914952269,21.25,11.0,1.7671827553237305,3.742454188043205,0.2511317338162064,1.6274145295180025,101.0,226.0,189.53975903614457,193.0,-3.4602409638554263,18.97475138976483,24.0,11.0,-1.1187487313924858,1.721768462664885,0.2123094788793729,1.7271744026933256,19.309217611874665,17.41330709984291,1.1439438190097435,0.4369116471730319,1.8857678443478,0.2055228610230873,48.0,0.2553191489361702,14.863148411727556,10.62348841190824,1.301692587542412,1.899908555875448,1.7213223402535562,0.2156771664973145,120.0,0.2891566265060241,0.014983648902846,0.0034963348765432,12.934471211730306,12.1515522875817,0.789083328505474,0.2094609969418913,30.93679622875219,2.2727373569593823,0.3911921438447997,0.1127507952698,15.939486046611629,0.7994281045751634,110.81271370327848,21.24250171541928,5.0009383313341385,0.1050949670670782,6.952146092755999,0.2608332388668302,0.0041455936554295,0.0022428262350351,2.930514852515896,0.6489064831115061,-0.3098593585119739,0.0867065564822869,0.9589852627253352,0.0305017006345958,0.0188510383269203,0.0054341469290046,9.06113519004144,4.7733100233100245,0.689255557011818,0.160770257086687,14.565394133367803,0.1910414364415942,0.4036828534732166,0.0979069377468603,43.87971967268842,0.1612398018647951,49.20044134342987,4.0525356410473705,4.3845765868398905,0.0848283673983045,6.550442663392276,0.3753758764093291,0.0050555458152778,0.0016809171938557,2.7150628544620017,0.3872842885476184,-0.1637728872582654,0.0960210491990147,0.8249262990191146,0.1135449621902581,2
7.0,270.0,73.0,281.0,84.0,275.1666666666667,77.70238095238095,274.688013136289,78.22208538587849,0.9719884269867812,84.0,95.0,11.86721700947915,9.069722344028758,33.55634918610404,0.937431925861532,0.644899955398772,10.34176589165282,0.6942148760330579,1.0000000000000002,0.7642670001554835,0.8842105263157894,0.1659901063600043,0.0018991811309927,3.059149529966422e-05,9.155354380107368e-07,-2.545410012822972e-12,-2.6138330016548924e-08,4.122741862047706e-12,0.0050655974877756,7.892896960676192e-07,1.205712554413893e-09,2.078615548475697e-09,1.2341984829850277e-18,-1.822003243799373e-12,3.0504432725924348e-18,0.4885569,0.001381,0.0443966,0.1935394,0.0362323,0.0234695,5.0,102.0,29.0,28.0,1.0,15.745747725293056,16.5,9.0,1.538309803357136,4.378486651674769,0.2261904761904762,1.6809103135103691,60.0,228.0,193.8883826879271,199.0,-5.111617312072895,18.49801631621269,21.0,9.0,-1.8393896564319867,6.917244422161312,0.3188287732006372,1.3802569352154483,19.348500091564567,20.876589107853672,1.956735336336156,3.118340837630554,1.515631595879954,0.3174603174603175,12.0,0.1428571428571428,13.873146227182325,10.82265112219495,1.8938519808767589,5.23807709121265,1.565396334054043,0.2550889628011477,126.0,0.2870159453302961,0.0211797610780987,0.0020850882984617,27.08763774104683,27.422865013774107,0.6752466044559001,0.3602729706344235,42.34369767713764,5.686828370102219,0.3723630030449922,0.06565846436118,13.530130853994493,1.3099173553718997,142.28715296750377,48.324402932404496,4.556484417507166,0.1646304429663043,6.229281063395297,0.0674854204508808,0.0043256184829132,0.0017593228965082,3.102054948022793,0.5041433213447286,-0.3498835797719812,0.0508916963293489,0.9637049796752096,0.0169781339701884,0.027487317380903,0.0077848685777663,7.312732706251225,4.146825396825396,0.3826922339691962,0.339714415934543,5.913353119388916,0.1201591527919845,0.4235695306760877,0.1398353525841958,46.68271115030374,0.066578483245145,16.340679771304735,3.6661887856580506,3.8191672160002463,0.1660779471142865,5.873226927991979,0.2876055561405355,0.0057529333394358,0.0017708423216983,2.5531890686991776,0.3673238984385536,-0.0823990831019476,0.0816842767036444,0.6177947333356568,0.2171972407503919,0
8.0,532.0,89.0,546.0,102.0,538.3921568627451,95.31372549019608,539.7118696186961,96.55565805658055,0.8602278896876075,102.0,117.0,14.530695990707027,9.307385485899278,40.04163056034261,0.7994412014600173,0.7679309213046226,11.396070970426017,0.5604395604395604,1.3219280948873635,0.6405326690374452,0.8717948717948718,0.1824562197043369,0.0058209514647844,0.0005859011242372,3.211429795724984e-05,4.346966920122548e-09,2.3968156833901204e-06,-7.13544578547022e-10,0.0063151550719925,9.87399071825331e-06,1.4106094463196496e-08,5.384461726572816e-08,1.465969149907183e-15,1.6693025890063024e-10,2.302550391764975e-16,0.4173793,0.0006836,0.0044439,0.2135782,0.0578757,0.0316437,1.0,184.0,31.88235294117647,19.0,12.882352941176473,31.942133376775985,36.75,13.0,2.2509152746236936,6.888725810470406,0.3362168396770473,1.397789523694548,74.0,226.0,194.4663341645885,198.0,-3.533665835411483,16.6514657163206,20.0,9.0,-1.835394302218869,7.855146024054822,0.2818203866891374,1.447369592487819,22.35341776954245,25.21089883170881,1.9067131980840049,3.3569293713780626,1.5778039683444116,0.3012302960399846,10.0,0.0980392156862745,13.609182344161791,10.2517685993504,2.4657718864147258,9.307913168842765,1.4487433458587688,0.2859870274438592,121.0,0.3017456359102244,0.0137910609238261,0.0013887211689409,34.7021781789639,29.65714285714286,0.7363731780423461,0.2325132518497719,66.12062899614168,2.759152175663204,0.3400790868895921,0.0427710056884022,17.85107927786499,0.9549450549450498,229.78033780560293,39.92775107676238,5.190640441160594,0.1067399648421245,7.0886374573992095,0.1115794304317772,0.003189894120964,0.0010349830267412,3.377161886745443,0.4350437693421232,-0.3983167655046175,0.0461545078974595,0.9851739115560324,0.0065251083799139,0.020524629298603,0.004628772647885,11.10736358719733,4.967781557067271,0.5701547699486429,0.2050930739126756,12.952354636810083,0.464887315470321,0.3924884809782284,0.07904033618416,45.107219420335184,0.0473584069643138,40.70205496004331,6.82733081894753,4.185486340240608,0.0889340212154126,6.355072536812013,0.2494126148250792,0.0049182332997303,0.0010324961808965,2.7842750938521377,0.2746610852212088,-0.1291219047131479,0.076484486206815,0.7649406104165661,0.12541338127144,1
9.0,387.0,98.0,398.0,111.0,391.7368421052632,104.14736842105263,392.7802602504297,103.95261478026023,0.5404326538038834,95.0,106.0,12.942308156122952,9.392555269733595,35.79898987322333,0.9315194435483576,0.6879850086003182,10.998079684646791,0.6643356643356644,1.0000000000000002,0.7257248982508594,0.8962264150943396,0.1682391019098993,0.0027206687510857,4.410236015200593e-05,1.0164424384687492e-06,6.5719592258655885e-12,4.927960963881324e-08,-1.7672376415679649e-12,0.0038287375925044,1.6214236170415195e-06,9.682069141324835e-10,2.3242565026456687e-09,-2.362090710727836e-18,3.179488873881753e-13,-2.564635934600604e-18,0.4096771,0.0002981,0.0013787,0.2275668,0.0410626,0.0347277,8.0,107.0,42.87368421052632,38.0,4.873684210526314,24.407178454520373,31.0,15.0,0.8685803390771504,-0.0055379677709255,0.1337396121883657,2.127891523490504,134.0,223.0,194.39254385964912,198.5,-4.107456140350877,16.040432373279735,20.25,9.5,-1.1142178249093608,1.1040509664618288,0.189240920283164,1.8599612145348887,18.685509288549007,12.247842151350207,1.4391120063917102,2.709694812176872,1.8111001440599028,0.1929085872576177,8.0,0.0842105263157894,11.371007762917571,7.626496574412653,1.3271858257702327,2.710627337758999,1.6195875051387612,0.2305709449061249,128.0,0.2807017543859649,0.0113959103251061,0.0039539423280681,17.581460206460207,20.005827505827504,0.7807583487336068,0.2605519030463754,40.40835624720488,2.9569221986804024,0.325240730832419,0.1457737465530302,17.394272394272395,0.8018648018647987,144.0519647823594,28.450994615330277,4.987260431063634,0.2550575848303182,6.927451204641056,0.2265496224548711,0.0036480171579447,0.0021585925486712,3.083834476430364,0.6762206174516043,-0.3629512319391895,0.076067946012938,0.9761972468657684,0.0155657423773957,0.0310096393585959,0.0066819927449358,5.076718816517667,3.0814176245210727,0.5086692655702566,0.2927453874135678,5.162934382650832,0.0964709804684389,0.4554900684219631,0.0944009338990292,46.69634722982424,0.0428693060876952,15.575018714085218,2.863968985544034,3.776701112879979,0.1237876161681605,5.718900256446343,0.2878281242062535,0.0062527438212602,0.0019934273128055,2.384596305230855,0.3979645048430389,-0.1008800807962773,0.0890259880234302,0.6649174824328989,0.1994651563114264,0
10.0,432.0,98.0,445.0,113.0,437.9208633093525,104.53237410071942,438.2858278672232,104.496521566289,0.5142900234736225,139.0,152.0,14.90406493995446,11.942160041084431,43.79898987322333,0.9105346453588354,0.5983047262550077,13.303394180365686,0.7128205128205128,1.1699250014423137,0.8012686531625459,0.9144736842105264,0.1640046484627939,0.0012783185910901,5.910935248710136e-05,6.508156774365379e-07,-3.276343868911482e-12,-1.4043518759024581e-08,-2.357894177826292e-12,0.0051935076133357,2.1858341663737456e-06,6.103891850938061e-09,6.75570216878899e-10,-1.3360869730988054e-18,-8.473570009351346e-13,3.112329522257693e-19,0.499462,0.001249,0.002711,0.167283,0.0466562,0.0410495,7.0,84.0,36.19424460431655,34.0,2.1942446043165447,16.013428581442966,24.0,12.0,0.7187814422687849,0.0161226507368232,0.1497334506495523,2.02517874685694,127.0,225.0,194.26510721247564,197.0,-2.734892787524359,14.25799221305615,18.0,9.0,-1.0316874980008854,1.7977833457032908,0.2179322032610224,1.7104798214846548,14.743439359763052,10.295877649060042,1.160186127077379,0.907740898148662,1.947346502818912,0.1745768852543864,13.0,0.0935251798561151,10.87157422795136,7.007056073686656,1.3646522624396968,3.5802671955929,1.541870315949595,0.2471225714274857,166.0,0.3235867446393762,0.0163565472416777,0.0051017724644098,8.845135073260074,7.873626373626374,0.8120727504693369,0.1835376874349824,23.93040156964382,3.8546605594592407,0.3919345927580396,0.1021851743164853,14.271050824175823,0.8464743589743584,86.87647120531526,18.598085038625957,4.734361887487594,0.16719513862434,6.5747002306658295,0.363292931470963,0.0048711619255382,0.001842638436045,2.7041717156587675,0.5129581488523449,-0.3011786570339808,0.1202444336816022,0.9481117150476304,0.050117380321801,0.0280793852030878,0.0076627513865156,4.570175194660735,2.9242491657397114,0.465781815667558,0.3399416513351892,4.275922324737252,0.0196489750561568,0.4624912587065511,0.1076232963600148,46.46539326103077,0.0709909158323967,12.5335141042882,2.859367367220329,3.760203721725956,0.1602755097412376,5.699231461848874,0.3171363834156686,0.0065129612703511,0.0024084073420129,2.320845325162499,0.4236417431063484,-0.0934320765380371,0.1052205513089749,0.6368913162336021,0.2547293717530475,0
